"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","引体向上","总分"
"698",178.9,54.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.2
"699",172.8,86.3,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米不及格","引体向上不及格",56.2
"700",180.6,82.1,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",48.8
"701",178.4,77.2,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.8
"702",166.9,68.1,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",64.6
"703",172.1,95.8,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",54.1
"704",170,95.5,"肥胖","肺活量优秀","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",54.9
"705",165.3,76.1,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",64.8
"706",161.6,72.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上及格",68.5
"707",169.1,60.4,"正常","肺活量良好","50米良好","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上及格",83.1
"708",172.8,72.9,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",70.7
"709",171.9,72.9,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上良好",77.3
"710",173.4,60,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",74.2
"711",185,75.5,"正常","肺活量优秀","50米优秀","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上及格",88
"712",180,95.9,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61.6
"713",160,52.4,"正常","肺活量不及格","50米优秀","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上良好",70.5
"714",178.1,65.6,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈良好","1000米及格","引体向上优秀",87.7
"715",174.2,65.6,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",79.5
"716",165.2,65.7,"超重","肺活量及格","50米良好","立定跳远良好","坐位体前屈优秀","1000米不及格","引体向上良好",75.7
"717",172.1,73.7,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",60.3
"718",178.2,112.5,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",56.1
"719",169.7,83.3,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",57.2
"720",178.4,62.5,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","1000米良好","引体向上不及格",73.8
"721",173.7,61.1,"正常","肺活量优秀","50米优秀","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上及格",87.7
"722",159.1,58.9,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米及格","引体向上不及格",63.2
"723",164.7,87.8,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",58.5
"724",175.2,74.9,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",57.2
"725",175.2,63.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",77.7
"726",172.2,71.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",69.8
"727",162.2,44.7,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",71.8
"728",180.1,63.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米良好","引体向上不及格",73.6
"729",182.2,91.1,"超重","肺活量优秀","50米优秀","立定跳远及格","坐位体前屈优秀","1000米良好","引体向上不及格",79.1
"730",172.2,51.3,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上良好",62.3
"731",170.1,101,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",58.3
"732",165.1,50.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",68.2
"733",175.3,69.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",62.6
"734",173.7,73.4,"超重","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",65.3
"735",169.5,63.1,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米优秀","引体向上优秀",96
"736",180.3,65.6,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",74
"737",162.1,45,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",62.9
"738",169.7,65.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",62
"739",175.6,68.8,"正常","肺活量良好","50米良好","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",80.1
"740",177.5,64.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",74.8
"741",165.2,70.5,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.8
"742",171.2,86.4,"肥胖","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.7
"743",181.1,90.5,"超重","肺活量良好","50米及格","立定跳远良好","坐位体前屈良好","1000米及格","引体向上不及格",71
"744",168.1,56.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",75
"745",177.2,73.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",69
"746",169.1,50.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",73.5
"747",168.1,75.3,"超重","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",71.5
"748",187.1,70.9,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",74
"749",174.1,88.8,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",60.9
"750",176.1,61.2,"正常","肺活量良好","50米及格","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上及格",81.8
"751",182.1,79.1,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",73.8
"752",171.1,55.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",77
"753",172.1,59.6,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上及格",73.8
"754",173.5,60,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈及格","1000米良好","引体向上良好",86.8
"755",176,77,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.1
"756",170,96,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","1000米不及格","引体向上不及格",44.4
"757",175,75,"超重","肺活量良好","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",82.7
"758",173.2,54.3,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上及格",72.9
"759",173.8,59,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米良好","引体向上及格",83.2
"760",167.3,57,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",77.6
"761",176.8,63,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",67.1
"762",187.6,78,"正常","肺活量良好","50米优秀","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上及格",79.8
"763",172,58,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",78.1
"764",176,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",76.5
"765",166,57,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",79.5
"766",175.1,61,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",66.5
"767",173.4,92,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",57.4
"768",181.9,122,"肥胖","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",27.4
"769",178,66,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上优秀",86
"770",174,69,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.2
"771",171.2,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",71.7
"772",175,57,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",76.1
"773",164.7,73,"超重","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",57.4
"774",168.3,60,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上优秀",84.2
"775",168.7,45,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",67.5
"776",166.5,58,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","1000米及格","引体向上优秀",78.4
"777",171,54,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",74
"778",166.4,59,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",77.6
"779",164.2,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上良好",76.3
"780",174.2,57,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",75.5
"781",167,57.2,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",70.9
"782",161.2,60.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上及格",71
"783",167.8,62.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上优秀",79.2
"784",167,67,"超重","肺活量及格","50米优秀","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",75.9
"785",177,58.6,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上良好",77.4
"786",176.8,87,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.7
"787",164.1,61,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",72.8
"788",171.8,76,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.6
"789",170,53,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",78.6
"790",174,83,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",53.3
"791",166,61.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",72.2
"792",158.7,57.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",75.7
"793",173.5,61.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",66.6
"794",177.1,52,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",66.7
"795",172.9,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",75.6
"796",177.7,61.6,"正常","肺活量良好","50米优秀","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",84
"797",162.1,59,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",72.6
"798",182.5,80.4,"超重","肺活量优秀","50米优秀","立定跳远良好","坐位体前屈良好","1000米及格","引体向上及格",81.9
"799",166.4,50.5,"正常","肺活量不及格","50米优秀","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上优秀",84.5
"800",162.1,50.4,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上良好",84.7
"801",168.6,55.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",62.3
"802",173.8,65.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",72.4
"803",175.9,61.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",73.4
"804",174.8,58.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",73.1
"805",169.7,66.1,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上及格",74.2
"806",169.7,60.4,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈良好","1000米及格","引体向上优秀",88.6
"807",183.2,94.5,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",60.4
"808",168.4,61.2,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",73.6
"809",173.5,55.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",65.4
"810",165.1,60.9,"正常","肺活量不及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",71
"811",171.3,88.5,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",50.4
"812",175.4,60.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",75.8
"813",161.1,54.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",69.6
"814",176.5,64.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",74.2
"815",176.8,65.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",71.6
"816",171.8,81.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上良好",64.2
"817",165.4,73.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",69.6
"818",181.1,103.7,"肥胖","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.4
"819",179.8,76.6,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",80.8
"820",167.9,49.6,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",59
"821",167.1,52.9,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上良好",68.7
"822",172.9,75.4,"超重","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",60.5
"823",178.5,65.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",77.9
"824",179.5,92.5,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米不及格","引体向上不及格",55.5
"825",175.1,105,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",60
"826",174.1,65.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",74.5
"827",163.5,69.8,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",71.6
"828",169.9,51.5,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上优秀",76.8
"829",167.9,63.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.8
"830",170.8,55,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上良好",72.5
"831",168.9,57.6,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",67.5
"832",173.5,60,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上良好",75.6
"833",182.9,110.5,"肥胖","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.7
"834",168.6,56.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.9
"835",165.8,87.6,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",53.7
"836",159.9,62.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.3
"837",170.8,58.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.1
"838",171.8,56.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上及格",69.2
"839",163.5,53.7,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","1000米及格","引体向上良好",79
"840",178.6,56.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上优秀",75.9
"841",178.6,56,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",60.9
"842",166,56.7,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上优秀",82.2
"843",168.8,57.8,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上优秀",81
"844",173.6,63,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上优秀",90.1
"845",167.8,60,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",70.5
"846",173.8,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",60
"847",179.8,62,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上优秀",88.2
"848",173.6,78,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",56.4
"849",173.8,72,"正常","肺活量优秀","50米优秀","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",80.8
"850",177.8,58,"正常","肺活量优秀","50米及格","立定跳远良好","坐位体前屈良好","1000米及格","引体向上良好",83.2
"851",171.5,68,"正常","肺活量优秀","50米优秀","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",82.6
"852",165.3,78,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61.4
"853",175.5,56,"正常","肺活量良好","50米优秀","立定跳远优秀","坐位体前屈良好","1000米及格","引体向上优秀",89.9
"854",163.7,59,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",71
"855",165.8,52,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",73.6
"856",177.6,73,"正常","肺活量良好","50米及格","立定跳远良好","坐位体前屈良好","1000米及格","引体向上及格",76.7
"857",166.6,52.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",72
"858",162.7,57.8,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈良好","1000米及格","引体向上优秀",84.5
"859",170.2,59.1,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",66.4
"860",165.3,79,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上不及格",61.2
"861",172.8,78,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",53.3
"862",178.5,57,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",68
"863",165.3,55.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上良好",75.7
"864",170.5,75,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.1
"865",182.6,70,"正常","肺活量优秀","50米优秀","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",89.4
"866",170.6,53,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈优秀","1000米良好","引体向上及格",86.4
"867",166.9,64.5,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","1000米良好","引体向上不及格",74.1
"868",185.1,67.6,"正常","肺活量良好","50米良好","立定跳远及格","坐位体前屈及格","1000米良好","引体向上不及格",80.6
"869",166.9,58.6,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",53
"870",178.1,89,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",46.5
"871",176.2,69.6,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上不及格",71.4
"872",191.4,107.8,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",55
"873",180.5,71.3,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",72
"874",169.1,73.9,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",60.1
"875",167.5,53.3,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",54.7
"876",166.9,54.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",70.2
"877",170.9,53.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.9
"878",173.1,79.1,"超重","肺活量不及格","50米及格","立定跳远良好","坐位体前屈良好","1000米不及格","引体向上不及格",52.8
"879",169.7,59.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米良好","引体向上及格",74.8
"880",189.3,71.4,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米优秀","引体向上不及格",80.4
"881",162.8,67.9,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",64.6
"882",179.4,65.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",72.1
"883",168.4,51.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",61.6
"884",166.2,49.2,"正常","肺活量不及格","50米及格","立定跳远良好","坐位体前屈不及格","1000米及格","引体向上及格",65.3
"885",181.2,62.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",74.7
"886",170.3,58.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米良好","引体向上不及格",65.1
"887",161.9,66.1,"超重","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",51.7
"888",172.5,58.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.9
"889",173.1,54.8,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈优秀","1000米不及格","引体向上不及格",57.1
"890",163.1,72.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",70.5
"891",176.8,59.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.5
"892",172.5,65.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59
"893",175.3,62.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",75.5
"894",179.1,75.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",62.8
"895",177.5,94.4,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.3
"896",179.3,81.6,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",64.2
"897",172.8,72.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.1
"898",176.5,56.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.5
"899",171.5,64.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.8
"900",160.9,64.8,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",62
"901",169.1,55.3,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米不及格","引体向上不及格",50
"902",172.5,69.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",64.2
"903",165.1,62.8,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",72.5
"904",169.1,66.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",56.7
"905",167.5,47.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67
"906",175.3,59.9,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",75.2
"907",174.7,58.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.6
"908",174.1,66.1,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","1000米及格","引体向上不及格",73
"909",172.6,76.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.3
"910",170.6,55.6,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上良好",70.4
"911",163.5,68.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",61.9
"912",169.4,65.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",65.6
"913",175.7,74.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.1
"914",181.9,90.8,"超重","肺活量优秀","50米优秀","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",71.2
"915",175.8,100,"肥胖","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上不及格",54
"916",178.8,66.2,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上不及格",60
"917",172.1,75.4,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.1
"918",172.5,75.6,"超重","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",41.6
"919",168.8,67.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上及格",73.3
