"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","一分钟仰卧起坐","总分"
"406",162.2,48.6,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈优秀","800米良好","仰卧起坐及格",82.6
"407",159.8,53.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77
"408",163.6,52.8,"正常","肺活量良好","50米及格","立定跳远不及格","坐位体前屈优秀","800米及格","仰卧起坐及格",72
"409",160.1,56.6,"正常","肺活量优秀","50米不及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",74.9
"410",159.8,60.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.1
"411",159.8,47.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.8
"412",169.7,54.9,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",58.6
"413",161.1,56.6,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐良好",65.5
"414",159.8,56.3,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",68.6
"415",152,48.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.8
"416",149.9,57.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",65.6
"417",169.9,54.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米不及格","仰卧起坐及格",69.2
"418",157.7,46.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.7
"419",167.7,61.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.4
"420",158.6,49.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.8
"421",166.4,66.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.2
"422",163.9,65.4,"超重","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐及格",76.5
"423",153.6,53.6,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.3
"424",171.4,56,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",78.8
"425",158.3,58.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.2
"426",166.7,78.6,"肥胖","肺活量优秀","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",50.8
"427",150.5,46.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",65.9
"428",158,45.8,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",71.2
"429",166.2,64.8,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",80
"430",158.3,60.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",70.4
"431",154.8,73.2,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.6
"432",158.6,57.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.8
"433",154.2,64.2,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.4
"434",168.7,60.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",71.8
"435",159.8,44,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.2
"436",156.7,50.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",73.8
"437",155.6,67.4,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.7
"438",149.9,45.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",71.2
"439",161.9,50.7,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",78.8
"440",160,49.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",74
"441",153.6,44.5,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.4
"442",150.1,43.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.8
"443",158.3,51.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.3
"444",172,57.3,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",82
"445",158.6,67.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.4
"446",157.3,54.5,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",80.2
"447",154.5,54.3,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米良好","仰卧起坐及格",81.5
"448",164.4,54.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.1
"449",158.9,54.6,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐良好",82.1
"450",159.2,44.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.5
"451",163.2,51,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.6
"452",158.2,64.4,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"453",160.1,58.3,"正常","肺活量良好","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.4
"454",158,53.3,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",68
"455",157.2,53.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.2
"456",148.6,70,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.2
"457",163.6,50.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",65.6
"458",171.4,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.5
"459",166.4,47.5,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.4
"460",167.1,52,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",77
"461",157.7,42.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",64.1
"462",155.5,44,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.7
"463",167,71.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",67.2
"464",165.2,44.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.6
"465",163.6,55.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.3
"466",154.2,43.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",72.2
"467",158.3,49.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",66.5
"468",166.7,63.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",63.7
"469",156.4,40.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",73.6
"470",162.6,50,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",65.3
"471",160.8,47.4,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈良好","800米及格","仰卧起坐及格",81.2
"472",160.1,51,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",64.2
"473",150.5,53.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.5
"474",166.1,50.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐良好",69.1
"475",162.3,79.2,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",59.3
"476",158.6,53,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈不及格","800米及格","仰卧起坐不及格",57.7
"477",158.3,47.8,"正常","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",41.4
"478",163.6,58.7,"正常","肺活量不及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐不及格",63.7
"479",171.2,56.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71
"480",153.3,47.2,"正常","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈优秀","800米不及格","仰卧起坐及格",45.5
"481",155.6,42.4,"正常","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐及格",42.6
"482",154.2,53,"正常","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐及格",62.3
"483",159.5,55.3,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈良好","800米不及格","仰卧起坐及格",62.7
"484",160.8,59.7,"正常","肺活量不及格","50米不及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐不及格",58.6
"485",154.2,42.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",63.8
"486",163.9,76.4,"肥胖","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",54.7
"487",167.9,62.9,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",72.9
"488",158.6,53.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",62.6
"489",157.7,51.8,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.4
"490",159.2,56.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",73.2
"491",165.8,63.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.6
"492",162.3,70,"超重","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",60.7
"493",155.2,54.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米不及格","仰卧起坐及格",72.1
"494",151.2,46.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",70.4
"495",161.7,62,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",75.2
"496",166.2,63,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈优秀","800米不及格","仰卧起坐不及格",45
"497",164.5,54.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",68
"498",163,64,"超重","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",66.7
"499",159.3,55,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",53.6
"500",155.2,55.9,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",54.9
"501",170.3,62.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",66.3
"502",158.2,57.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",76.4
"503",163.9,44.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",56.3
"504",166.2,52,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",58.8
"505",165.4,52,"正常","肺活量及格","50米不及格","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",72.3
"506",164.2,48,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈不及格","800米及格","仰卧起坐及格",57
"507",163.3,51,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.3
"508",163.3,52.6,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",62.8
"509",163.6,53,"正常","肺活量良好","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.9
"510",163.2,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",73.1
"511",162.2,58,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",74.6
"512",153.2,51,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",78.1
"513",163.2,54,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米良好","仰卧起坐良好",81.9
"514",156.2,49,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.3
"515",167.2,49,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",74.7
"516",158.2,52,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.1
"517",152.2,68,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈不及格","800米及格","仰卧起坐不及格",53.8
"518",170.2,57,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.7
"519",165.2,60,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","800米良好","仰卧起坐优秀",82.3
"520",159.2,79,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66
"521",160.2,63,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.2
"522",165.2,56,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.2
"523",148.2,42,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",72.6
"524",158.2,55,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.7
"525",167.2,49,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",60.6
"526",161.2,58,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",65.7
"527",167.2,65,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米不及格","仰卧起坐不及格",62.4
"528",161.2,68,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米不及格","仰卧起坐及格",60.6
"529",162.2,56,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.2
"530",161.2,50,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","800米优秀","仰卧起坐及格",79.4
"531",159.2,53,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐优秀",65.5
"532",168.2,46,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",70.2
"533",179.2,71,"正常","肺活量优秀","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐优秀",86.9
"534",159.2,47,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.6
"535",151.2,41,"正常","肺活量不及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",67.2
"536",153.2,45,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.3
"537",159.2,51,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73
"538",162.2,48,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐不及格",65.4
"539",156.2,63,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",72.2
"540",154.2,50,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",75.1
"541",155.2,70,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米良好","仰卧起坐及格",67.6
"542",161.5,56.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",75
"543",155.4,49.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",78.2
"544",146.7,48.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",78.8
"545",156.6,50.8,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",79.7
"546",160.4,60.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",77.3
"547",148.5,52.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.9
"548",161.7,46.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75
"549",150.4,56,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.4
"550",155.4,52.5,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.1
"551",156,59.4,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73
"552",164.3,53.6,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐良好",80.3
"553",156.5,55.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.7
"554",160.4,54.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.4
"555",160.6,43.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",73.1
"556",157.5,45.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.6
"557",161.4,48.8,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76.1
"558",154.4,46.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.6
"559",168.6,60,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",77.4
"560",161.6,52.5,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",81.1
"561",157.4,57.5,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.6
"562",156.8,53.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.4
"563",154.5,49.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.3
"564",156.6,51.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.7
"565",162.4,53.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.2
"566",161.6,51.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",75.8
"567",158.5,51,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈优秀","800米及格","仰卧起坐及格",82.8
"568",159.6,48.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",70.5
"569",155.6,56.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.1
"570",161.6,47.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.5
"571",166.8,66.9,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",70.5
"572",177.7,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",73.1
"573",168.6,64.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.9
"574",166.4,67.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",71.6
"575",168.5,51.8,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76
"576",161.4,53.1,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","800米良好","仰卧起坐及格",76.5
"577",170.6,70.3,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",77.4
"578",160.4,73.8,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",65
"579",156.4,56.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.9
"580",151.6,46.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75
"581",151.4,54.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76.7
"582",155.5,45.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.9
"583",163.4,58.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",76
"584",164.6,83.2,"肥胖","肺活量良好","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",73
"585",153.1,56.6,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.1
"586",155.8,57.9,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",55.4
"587",151.6,57.5,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.8
"588",159.3,68.9,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","800米及格","仰卧起坐及格",69.6
"589",154.5,50.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.9
"590",148.3,39.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76
"591",157.3,62.1,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.4
"592",156.7,51.5,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","800米及格","仰卧起坐及格",70.2
"593",156.3,52.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",77.5
"594",158.3,65.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72
"595",158.5,62.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",75.7
"596",155.3,43.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.2
"597",159.1,55.1,"正常","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米良好","仰卧起坐良好",72.9
"598",160.1,43.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",71.7
"599",169.5,55.8,"正常","肺活量优秀","50米良好","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐良好",87.9
"600",160.6,51.8,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐及格",57.8
"601",156.3,45.1,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.1
"602",159.3,64.1,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐及格",63.7
"603",166.6,56.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",81.3
"604",150.9,44.7,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈良好","800米优秀","仰卧起坐及格",83.7
"605",155.5,49.7,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐优秀",88.3
"606",162.3,70.8,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77
"607",155.4,54.9,"正常","肺活量不及格","50米良好","立定跳远优秀","坐位体前屈及格","800米优秀","仰卧起坐良好",82.8
"608",158,49.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.3
"609",158.8,51.9,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.2
"610",159.5,54.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.1
"611",155.6,48.5,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",57.6
"612",143.3,49.9,"超重","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",57.6
"613",150.9,51.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.3
"614",147.7,39.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.1
"615",162.6,69.8,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.8
"616",164.4,55.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75
"617",165.8,48.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",69.7
"618",159.5,62.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.8
"619",162.3,99,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米不及格","仰卧起坐及格",62.5
"620",159.5,62.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",75.2
"621",153.6,54.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",63.4
"622",153.3,54.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.6
